formula,gap expt
Tm2MgRu,0.0
Tm2MgTl,0.0
Tm2O3,4.53
Tm2Ru2O7,0.0
Tm2ZnAg,0.0
Tm2ZnGa,0.0
Tm2ZnHg,0.0
Tm2ZnOs,0.0
Tm3(GePd)4,0.0
Tm3GaC,0.0
Tm4In(NiGe2)2,0.0
Tm4Sb2Se11.68,1.22
Tm5(Ge5Rh2)2,0.0
Tm5Ti5O17,0.0
TmAl4Ni,0.0
TmAlCu,0.0
TmAs,1.18
TmAu,0.0
TmAu2,0.0
TmB2C,0.0
TmBPd3,0.0
TmBRh3,0.0
TmCdAg2,0.0
TmCoSi2,0.0
TmCu4Ag,0.0
TmCuSi,0.0
TmGe,0.0
TmH2,0.0
TmIn3,0.0
TmLuPd2,0.0
TmMg2Sc,0.0
TmMgAg2,0.0
TmMgCd2,0.0
TmMnGe,0.0
TmMnO3,0.0
TmPd,0.0
TmSb,0.0
TmScHg2,0.0
TmSnRh,0.0
TmSnRu2,0.0
TmThRu2,0.0
TmTl,0.0
TmU2S3O2,0.0
U(Al2Fe)4,0.0
U(BH4)4,0.0
U(CoGe)2,0.0
U(CrC)4,0.0
U(CuP)2,0.0
U(MnSi)2,0.0
U(SiNi)2,0.0
U11O5,0.0
U2(Co7B2)3,0.0
U2Al3C4,0.0
U2AlCo2,0.0
U2AlCo3,0.0
U2Cl5O2,0.0
U2Cr30P19,0.0
U2Cu2As3O,0.0
U2MnN3,0.0
U2Re2C3,0.0
U2SnRh2,0.0
U2TeN2,0.0
U2Ti,0.0
U2Zn17,0.0
U3Bi4,0.0
U3Cu2Se7,0.0
U3Nb,0.0
U3Ni3Sn4,0.0
U3Se4,0.0
U4N7,0.0
U4Re7Si6,0.0
U4S3,0.0
U5Ge3,0.0
U6Co,0.0
UAl3,0.0
UAl4,0.0
UAlNi4,0.0
UAu2,0.0
UCo4Sn,0.0
UCoSi,0.0
UCuP2,0.0
UFe5Si3,0.0
UFeSi,0.0
UGa2,0.0
UGa3Ni,0.0
UGa5Ir,0.0
UGaNi,0.0
UGeRh,0.0
UHg3(TeCl3)2,2.6
UHg4(AsCl3)2,1.9
UNiSn,0.0
UO,1.5
UO2,2.18
UP2S7,1.41
UP2S9,1.41
UPt3,0.0
USbSe,0.0
USeS,0.0
USi3,0.0
UVC2,0.0
V12P7,0.0
V2(OF)3,0.0
V2Bi4O11,2.0
V2Cd2Te2O11,2.48
V2GaSn2,0.0
V2NO,0.0
V2OsRu,0.0
V2Pb4(Se2O7)3,3.37
V2Sb(PO4)3,0.0
V2Si2O7,0.0
V2TcRu,0.0
V2Zn3TeO10,2.96
V2ZnO4,0.0
V3(HO2)4,0.0
V3Ag,0.0
V3As2O9,0.76
V3Bi(PbO4)3,2.5
V3Cd4(TeO5)3,2.66
V3CrO10,0.0
V3Cu,0.0
V3CuO8,0.0
V3Pb2Se5O18,3.14
V3Pt,0.0
V3Re,0.0
V3Si,0.0
V3SiNi2,0.0
V4ZnO8,0.0
V5SiB2,0.0
V6AgO15,0.0
V6PbO11,0.0
V8O,0.0
VAg(IO4)2,2.24
VAg(PSe3)2,0.0
VAg2I3O11,2.16
VB2,0.0
VBi(SeO4)2,2.2
VBi24O41,3.25
VCo,0.0
VCu3(PO4)4,0.0
VCu3S4,1.0
VFeRu2,0.0
VFeSb,0.46
VGa(TeO4)2,3.0
VIn(NiO3)2,1.92
VIr,0.0
VIr3,0.0
VNi2,0.0
VNi5(PO4)6,0.0
VO,0.3
VP,0.0
VP4,0.0
VPO4,0.0
VPt2,0.0
VSb,0.0
VTc,0.0
VTe2,0.0
VTeHO5,2.51
VZn2BiO6,2.4
VZnRu2,0.0
W2C,0.0
W2N,0.0
W3O7F,0.0
WCl3,0.0
Y(Al2Cu)4,0.0
Y(Al5Fe)2,0.0
Y(AlSi)2,0.0
Y(CrSi)2,0.0
Y(CuSe)3,0.88
Y(CuSi)2,0.0
Y(CuTe)3,0.72
Y(FeSi)2,0.0
Y(NiP)2,0.0
Y(Re2Si)2,0.0
Y(SiPt)2,0.0
Y(SiRh)2,0.0
Y(SiRu)2,0.0
Y(TiGa2)2,0.0
Y2AlZn,0.0
Y2C3,0.0
Y2CuO4,0.0
Y2Fe2Si2C,0.0
Y2Ge2O7,0.0
Y2Ge5Ir3,0.0
Y2Mo2O7,0.0
Y2O3,5.6
Y2ReB6,0.0
Y2Ru2O7,0.0
Y2S3,2.9
Y2U3O11,0.0
Y3(Fe31B7)2,0.0
Y3Al3NiGe2,0.0
Y3Fe29,0.0
Y3GaCo3,0.0
Y3GaS6,2.88
Y3Ge4,0.0
Y3Si3Pd2,0.0
Y3Tm,0.0
Y4AsSe3,0.0
Y4C7,0.0
Y4CuTe8,0.0
Y4GaSbS9,2.06
Y4US5O3,1.95
Y6Zn(SiS7)2,2.38
YAgO3,0.0
YAlGe,0.0
YAlPd,0.0
YAs,0.0
YB2C,0.0
YB2Rh2C,0.0
YB66,0.8
YBi,0.0
YCd4B3O10,3.78
YCdHg2,0.0
YCdPd2,0.0
YCdPt2,0.0
YCo2,0.0
YCoO3,0.0
YCu3(WO3)4,0.0
YCuO2,3.5
YErRh2,0.0
YH2,0.0
YH2NO5,4.83
YHg2,0.0
YIn2Ni,0.0
YMg4Cu,0.0
YMgAl,0.0
YMgCu4,0.0
YMgGa,0.0
YMoClO4,3.82
YMoO4F,3.78
YN,1.9
YNi4B,0.0
YSbPd,0.27
YSbPt,0.16
YScO2,0.0
YSi2,0.0
YSiNi,0.0
YSiRu,0.0
YSn3,0.0
YTi4(CuO4)3,0.0
YTiO3,0.0
YTmCu2,0.0
YV(BiO4)2,2.09
YVSeO10,2.7
YVTeO10,2.2
YWO3,0.0
YZn5,0.0
YZnBiO4,1.58
Yb(Al2Mo)2,0.0
Yb(AlGa)2,0.0
Yb(AlGe)2,0.0
Yb(AlSi)2,0.0
Yb(CuS)3,1.56
Yb(CuSe)3,0.2
Yb(Fe2Ge)2,0.0
Yb(Ga4Co)2,0.0
Yb(GaS2)2,2.3
Yb(GaSe2)2,1.8
Yb(HO)3,0.0
Yb(IO3)3,0.0
Yb(InS2)3,1.31
Yb(MnAs)2,0.0
Yb(SbS2)2,1.12
Yb(SbTe2)2,0.34
Yb(SiAg)2,0.0
Yb(SiRh)2,0.0
Yb11(Ni10C)6,0.0
Yb14Ti10O41,0.0
Yb16S29,0.0
Yb2(ZnGe)3,0.0
Yb23Mg4Cu7,0.0
Yb2Ce8O19,0.0
Yb2EuS4,1.6
Yb2EuSe4,1.3
Yb2Ge2Ir,0.0
Yb2HgPb,0.0
Yb2InPd2,0.0
Yb2MgS4,0.0
Yb2MgSe4,0.0
Yb2O3,5.22
Yb2SmS4,0.0
Yb2Sn,0.0
Yb2ZnPb,0.0
Yb3Al5O12,0.0
Yb3Sn13Rh4,0.0
Yb3Tc,0.0
Yb3Ti3O14,0.0
Yb3V,0.0
Yb4Sb2S11.25,1.71
Yb4Sb3,0.0
Yb5Au4,0.0
Yb6U3O17,0.0
Yb8Ge3Sb5,0.0
YbAg2,0.0
YbAgGe,0.0
YbAgO2,0.0
YbAl3,0.0
YbAs,1.02
YbB2Rh3,0.0
YbB66,1.27
YbBO3,0.0
YbCdHg2,0.0
YbCe2CuS5,1.37
YbCe2CuSe5,1.05
YbCuGe,0.0
YbCuSi,0.0
YbDyPd2,0.0
YbGa2Pd,0.0
YbGeRh,0.0
YbH2ClO2,0.0
YbIn4Ni,0.0
YbIn4Rh,0.0
YbIr2,0.0
YbMgPd,0.0
YbMn2O5,0.0
YbNd2CuS5,1.35
YbNd3,0.0
YbNdAg2,0.0
YbPO4,0.0
YbPmPt2,0.0
YbPr11Se16,0.0
YbPr2CuS5,1.25
YbRh2,0.0
YbSb,1.0
YbSb4Te7,0.22
YbSe,1.5
YbSi2Ni,0.0
YbSm2CuS5,1.28
YbSmRh2,0.0
YbSn2Pd,0.0
YbSnRh,0.0
YbSnTe2,0.75
YbTe,1.8
YbTlS2,0.0
YbTlSe2,0.0
YbWClO4,4.23
YbZnAu2,0.0
YbZnPt,0.0
Zn(Bi19O29)2,2.88
Zn(CoO2)2,0.0
Zn(CuO2)2,0.0
Zn(FeN)2,0.0
Zn(GaSe2)2,1.72
Zn0.01Ga0.99As0.99Se0.01,1.39
Zn0.01Ga0.99P0.99S0.01,2.25
Zn0.01Ga0.99P0.99Se0.01,2.24
Zn0.01Ga0.99Sb0.99Te0.01,0.72
Zn0.05Ga0.95Sb0.95Te0.05,0.85
Zn0.15Ga0.85As0.85Se0.15,1.47
Zn0.1Ga0.9Sb0.9Te0.1,1.0
Zn0.25Ga0.75As0.75Se0.25,1.51
Zn0.25Ga0.75P0.75Se0.25,2.18
Zn0.2Ga0.8Sb0.8Te0.2,1.15
Zn0.2Hg0.8Te1,0.07
Zn0.3Ga0.7P0.7S0.3,2.3
Zn0.42Ga0.58As0.58Se0.42,1.67
Zn0.4Hg0.6Se1,0.42
Zn0.55Hg0.45Se1,0.8
Zn0.5Ga0.5As0.5Se0.5,1.52
Zn0.5Ga0.5P0.5Se0.5,2.13
Zn0.65Hg0.35Se1,1.0
Zn0.6Ga0.4As0.4Se0.6,1.8
Zn0.75Cd0.25Se1,3.2
Zn0.75Hg0.25Se1,1.4
Zn0.7Ga0.3As0.3Se0.7,1.93
Zn0.7Ga0.3P0.3Se0.7,2.15
Zn0.85Ga0.15As0.15Se0.85,2.25
Zn0.85Hg0.15Se1,1.8
Zn0.86Hg0.14Te1,1.66
Zn0.8Hg0.2Se1,1.4
Zn0.8Hg0.2Te1,1.4
Zn0.92Hg0.08Te1,1.9
Zn0.94Hg0.06Te1,2.03
Zn0.95Ga0.05P0.05Se0.95,2.4
Zn0.99Ga0.01As0.01Se0.99,2.59
Zn0.99Ga0.01P0.01S0.99,3.7
Zn0.99Ga0.01P0.01Se0.99,2.6
Zn0.99Ga0.01Sb0.01Te0.99,2.1
Zn0.99Hg0.01Se1,2.6
Zn0.9Ga0.1As0.1Se0.9,2.34
Zn0.9Ga0.1P0.1S0.9,2.8
Zn0.9Ga0.1P0.1Se0.9,2.3
Zn0.9Hg0.1Se1,1.75
Zn0.9Hg0.1Te1,1.74
Zn2BIr2,0.0
Zn2InCuSe4,1.1
Zn2InCuTe4,1.05
Zn2MoSeO7,4.2
Zn2Ni9O13,0.0
Zn2Sb3O8,0.0
Zn2SnN2,0.0
Zn2TeMoO7,4.1
Zn2WN2,0.0
Zn3(BO3)2,2.6
Zn3(PS4)2,3.07
Zn3.5Ga1Sn0.5O6,2.99
Zn3Cd,0.0
Zn3Cu,0.0
Zn3Cu10(TeO6)6,0.0
Zn3N2,0.0
Zn3P2,1.15
Zn4.5Ga1Sn0.5O7,3.0
Zn5.5Ga1Sn0.5O8,2.99
Zn6S5Cl2,2.71
Zn8Ag5,0.0
ZnAgF5,0.0
ZnAs,0.9
ZnB12(H5O12)2,4.6
ZnCrO2,0.0
ZnCu2GeS4,2.1
ZnCu2GeSe4,1.63
ZnCu2SiSe4,2.33
ZnCu2SiTe4,1.47
ZnCu2SnSe4,1.44
ZnCu2SnTe4,1.39
ZnCu3P3O13,0.0
ZnGaRh2,0.0
ZnHg3(SCl2)2,2.65
ZnHg3(SeCl2)2,2.23
ZnI2,4.53
ZnIrO3,0.0
ZnSb,1.05
ZnSb2MoO7,3.3
ZnSb3,0.0
ZnSi(AgS2)2,3.28
ZnSiAs2,2.12
ZnSiP2,2.07
ZnSn3,0.0
ZnSnO3,3.9
ZnTc,2.37
ZnWO2,0.0
Zr(Fe2Si)2,0.0
Zr(Ni2P)2,0.0
Zr0.67Ta1.33N3.03O0.12,1.71
Zr1.33Ta0.67N1.63O1.89,2.48
Zr1.33Ta0.67N1.97O1.38,2.31
Zr1.33Ta0.67N2.61O0.42,1.93
Zr1.86Cu1S4,1.26
Zr2(Co7B2)3,0.0
Zr2Al,0.0
Zr2Co12P7,0.0
Zr2CuS4,0.0
Zr2HBr2,0.0
Zr2In5Ni,0.0
Zr2Ni12P7,0.0
Zr2Se,0.0
Zr2Te,0.0
Zr3(Al2C3)2,0.0
Zr3(Cu2Si3)2,0.0
Zr3Ag,0.0
Zr3Al2,0.0
Zr3Hg,0.0
Zr3Ir,0.0
Zr3NiO,0.0
Zr3O,0.2
Zr4AlNi2,0.0
Zr4Co4Ge7,0.0
Zr5Al3,0.0
Zr5Al3C,0.0
Zr5Sb3,0.0
Zr5SiSb3,0.0
Zr5Sn3,0.0
Zr5Sn4,0.0
Zr6Al2CoH10,0.0
Zr6Al2Ni,0.0
Zr6NiCl15,0.0
Zr6O,0.18
Zr6Sb2Pt,0.0
Zr7P4,0.0
Zr7Sb4,0.0
ZrAl5Ni2,0.0
ZrAlPt,0.0
ZrAlRu2,0.0
ZrAlW,0.0
ZrAu4,0.0
ZrB2,0.0
ZrC,0.6
ZrCd,0.0
ZrCrSi2,0.0
ZrGaPt,0.0
ZrGe2,0.0
ZrGeRu,0.0
ZrHCl,0.0
ZrHg4(AsCl3)2,2.48
ZrHg4(PCl3)2,3.22
ZrInCu2,0.0
ZrInPd2,0.0
ZrInRh2,0.0
ZrIr2,0.0
ZrMo3,0.0
ZrNiGe,0.0
ZrNiSb,0.55
ZrNiSn,0.0
ZrO2,4.99
ZrPd2,0.0
ZrPd3,0.0
ZrRe2,0.0
ZrRh,0.0
ZrRu3C,0.0
ZrS2,2.75
ZrSb,0.0
ZrSbRu,0.0
ZrSe,0.0
ZrSe2,2.0
ZrSi2,0.0
ZrSiTe,0.0
ZrTaN3,1.72
ZrTe,0.0
ZrTi2O,0.0
ZrTiF6,0.0
ZrW2,0.0
Hg0.7Cd0.3Te,0.35
CuBr,3.08
CuBr,3.08
Cu3SbSe4,0.4
ZnO,3.44
ZnO,3.44
ZnO,3.44
ZnO,3.44
ZnO,3.44
ZnO,3.44
ZnO,3.44
PtSb2,0.08
PtSb2,0.08
ZnIn2S4,2.68
K4Sn3Ce3S14,2.46
Pb6B2CrO12,1.8
InSb,0.22
InSb,0.22
K2CuNbS4,2.82
PrTe2,1.02
BAs,1.46
CuBr,2.94
HgSe,0.07
AgIn5Te8,0.47
Rb7Th2P6Se21,2.07
TlS,1.37
CdS,2.5
CdS,2.5
BiSeBr,1.5
GaAs0.4P0.6,2.1
K2AuPS4,2.63
CsH3Se2O6,4.77
CsB3GeO7,5.76
Pb0.97Sn0.03Te,0.3
PtAs2,0.55
SnGa4S7,3.1
Mn11Si19,0.8
Pb0.97Se0.97Sn0.03Se0.03,0.21
LaCuOS,3.14
AlSb,1.67
Tl2AuPS4,2.2
Cs3Sn3F2Cl7,2.96
AgI,3.02
AgI,3.02
PtSb2,0.11
PtSb2,0.11
Hg0.1Zn0.9Te,1.83
CuCl,3.24
Pb0.92Sn0.08Se,0.06
CdSe,1.75
CdSe,1.75
Cu3SbS4,0.75
GaAs,1.46
As2Te3,1.76
GaN,3.25
Cd3As2,0.24
WO3,2.9
EuYb2Se4,1.3
Ge0.3Si0.7,1.0
CdP4,1.05
MnI2,4.4
InSb,0.24
InSb,0.24
InSb,0.24
InSb,0.24
InSb,0.24
InSb,0.24
CdS,2.6
CdS,2.6
CdS,2.6
Ga0.3As0.3Zn0.7Se0.7,1.93
Cd4GdB3O10,3.8
Cd3P2,0.54
RbSbS2,2.1
Na5GdMo4O16,3.38
Sr2V2Se3O15,2.96
GaAs,1.51
GaAs,1.51
GaAs,1.51
GaAs,1.51
GaAs,1.51
TaON,2.8
RbBr,7.65
Ba3EuP3O12,4.09
RbBr,7.25
SbSeI,1.66
KBiSe2,0.7
Bi0.4Te3Sb1.6,0.21
Na2TeSe3,1.95
Tl2Te3,0.69
Al0.74Gd3Si0.7S7,2.34
La5In3S9O3,2.6
PbN6,3.02
GaN,3.24
CaO,6.97
AgI,2.8
CdSe,1.84
CdSe,1.84
CdSe,1.84
SnSe,1.2
TaZrN3,1.72
Ba3In2P4O16,3.87
In0.2P0.2Ga0.8As0.8,1.58
RbTa3Te2O12,3.88
GaTe,1.8
GaTe,1.8
GaTe,1.8
ZnO,3.51
Ag2SnS3,1.43
SnSe,1.3
Ba2GaErTe5,1.15
Na3MoO4Cl,4.69
K2Hg3Sn2S8,2.5
CdSb,0.57
GeSe,1.22
HfS3,2.85
Ga0.9Sb0.9Hg0.1Te0.1,0.65
GaS,2.59
GaS,2.59
GaS,2.59
PtS,0.8
AgS,0.9
Cs2P2Se8,2.44
Zn0.55S0.55Ga0.45P0.45,2.3
Zn0.95S0.95Ga0.05P0.05,2.7
Mg2Sn,0.32
KSbSe2,1.14
Ag3AsSe3,1.98
As2Se3,1.84
LiGaSe2,3.13
Rb2CsSb,1.5
GeS,1.8
RuAs2,0.8
InSb0.99As0.01,0.35
Pb0.9Sn0.1Se,0.08
TlTiPS5,1.3
CsYbMnSe3,1.6
Pb0.95Te0.95Ge0.05S0.05,0.4
BaSe,3.58
K4In4P6Se20,2.2
Pb0.94Sn0.06Te,0.28
KNb3Te2O12,3.52
Cr2S3,0.9
InSe,1.32
InSe,1.32
Sr0.5TaO3,3.7
Na3Sb,1.1
B12P2,3.3
Bi2S3,1.25
Ba2GaYTe5,1.08
Pb0.99Se0.99Sn0.01Se0.01,0.31
SnS0.8Se0.2,1.03
Zn2In2S5,2.95
PbSe,0.17
Na0.75Eu1.625GeSe4,2.0
PbI2,2.36
ZnHg3Se2Cl4,2.23
CsSb,0.8
Hg2I2,2.37
Rb3CdB5O10,2.34
Hg0.5Cd0.5Se,0.8
TlInSe2,1.44
TaGaSe2,2.17
Bi2Se3,0.4
Bi12GeO20,3.25
Ba2Sb7O14H,2.7
GaS,2.7
Sr3EuP3O12,3.99
Zn0.15Cd0.85Se,2.5
CuCl,3.2
CuCl,3.2
CuCl,3.2
CsLuCoS3,1.5
BiSBr,1.92
NaBr,7.03
Pb0.95Mn0.05Te,0.37
TlBr,2.64
TlBr,2.64
HgSe,0.6
SbSI,1.97
Ce2Sn3Se9,0.3
Hg0.7Cd0.3Te,0.27
Na2Hg3Ge2S8,2.68
Hg4P2ZrCl6,3.22
Cs3Bi,0.55
GaSb,0.82
Cs4Cu3Bi9S17,0.9
SeTe,1.58
ZnSe,2.79
Na7Co2O6,0.5
In0.99Al0.01P,1.3
PbSe0.99S0.01,0.26
Cu3NbSe4,2.45
GaSe,2.0
Ag3SbS3,2.08
Ga0.4Al0.6P,2.4
Ga2Te3,1.45
CdIn2Te4,1.28
PbO2,1.45
AgFeTe2,0.3
TlCl,3.56
ZnSe,2.82
ZnSe,2.82
ZnSe,2.82
ZnSe,2.82
Li2WTeO6,4.0
Nd2Se3,1.75
SbSeI,1.91
K3B6O10Cl,6.89
ZrSe3,1.5
Rb5BS4O16,3.99
KCuThS3,2.95
InSb0.3As0.7,0.11
Cu3AsS4,1.24
Pr2Te3,1.3
AlSb,1.5
HgIn2Se4,0.6
Cd4V3Te3O15,2.66
AgAlS2,3.13
TlBr,3.01
TlTaS3,0.78
CuGaTe2,1.0
Cu0.35Ga1.65S2.65,2.57
CdBiO2Cl,3.08
Ga2S3,2.85
Si30P16Te8,1.24
EuHo2Se4,1.8
HgSe,0.1
As2Te3,1.72
GaN,3.4
CuCl,3.28
CuCl,3.28
Zn0.5Hg0.5Se,0.75
Mg3Sb2,0.82
GeSe,1.28
TaGaS2,2.46
Pb0.01Sn0.99Te,0.26
Pb0.8Sn0.2Se,0.08
SmTe,0.32
RbBiSe2,0.9
GaAs0.05Sb0.95,1.28
CrSb2,0.16
TlScTe2,0.85
GaS,2.58
GaS,2.58
CdSb,0.45
In6S7,0.7
Hg4P2HfCl6,3.26
PbSe,0.27
DyN,2.6
Cu5Ta11O30,2.58
LiB3O5,7.75
AlN,5.9
Zn2In2S5,2.5
CaS,6.0
CdSiAs2,1.5
IrP2,1.0
As2Te3,1.63
NaNO2,3.02
CuInS2,1.5
SbI3,2.5
RbI,6.26
RbI,6.26
PbSe0.5S0.5,0.33
Mn2P2Se6,2.5
Na2CdGe2Se6,2.37
Cu0.5Ga1.5S2.5,2.46
Na2BaSnS4,3.27
Pb4Ga5GeS12,2.35
GaSb,0.78
TlBr,2.63
CdS,2.58
CdS,2.58
CdS,2.58
CdS,2.58
CdS,2.58
TlPTe,0.3
Pb0.94Se0.94Ge0.06Te0.06,0.28
BiI3,1.8
Pb7Bi4Se13,0.29
Sr2Bi5.42La2.58S14,1.0
CaS,5.38
As2S3,1.89
AgGaGe5Se12,2.14
Ba2GaSmTe5,1.04
Zn0.7S0.7Ga0.3P0.3,2.4
AlSb,1.63
Li6Rb5B11O22,6.53
CdS,2.53
CdS,2.53
PrF3,5.9
NdIn3S6,1.15
AgS,1.2
NaSbSe2,1.6
Mg2Sn,0.33
NdFMoO4,3.66
CdSb,0.56
Ru2Ge3,0.34
Bi2YVO8,2.09
K2Hg3Sn2S8,2.4
PbSe,0.18
FeSi2,0.9
Ga0.99P0.99Zn0.01Se0.01,2.24
EuLiH3,1.5
AgInSe2,1.04
Pb4Ga5GeSe12,1.91
Ba2InTaO6,4.17
Ca6Bi6O15,3.34
Pb0.99Te0.99Ge0.01S0.01,0.32
Tl2Te3,0.2
CdTe,1.5
LiNbO3,4.0
PtSb2,0.1
As2S3,2.78
SbSI,1.82
GaN,3.5
GaN,3.5
GaN,3.5
As2Te3,1.64
K6Nb2.97Ta1.03S25,2.01
Cu2MgSiS4,3.2
InAs,0.43
InAs,0.43
InP,1.5
NaAsSe2,1.52
Ga0.4As0.4Zn0.6Se0.6,1.8
GaAs0.65Sb0.35,0.68
TaGaSe2,2.23
Mn11Si19,1.0
Mg2Sn,0.22
CdSe,1.8
Pb17O8Cl18,3.44
KH2PO4,7.0
ZnS,3.69
Cu2ZnGeSe4,1.63
ZrS3,2.17
Ag3AsSe3,2.24
KI,6.31
Mg2Sn,0.19
Ce2Te3,1.4
Cs2Bi8.81La1.19S16,1.0
Cs2Ta2P2Se12,2.29
Tl3TaS4,2.18
Rb2Zn3Se4O12,4.9
CuIn3Se5,0.6
Ga0.95Sb0.95Hg0.05Te0.05,0.69
SrZrS3,0.8
Ca3Ti2Si3O12,1.65
Cu2ZnSiS4,3.2
BiCuOS,1.07
CdGeAs2,0.61
Ga0.6Al0.4P,2.35
PtSb2,0.05
Cu3SbS4,1.0
Ba23Ga8Sb2S38,2.84
Nd2YbCuS5,1.35
AgTe,0.85
ZnSe,2.8
ZnSe,2.8
Ag3AsS3,2.24
CuNbO3,2.0
CdIO4H,4.35
CuGa2S3.5,2.42
Pb0.97Sn0.03Te,0.21
Ag3AsS3,2.0
ZnYBiO4,1.58
Hg3Te2UCl6,2.6
PbGa4S7,3.08
MoO3,3.54
CuTlSe2,1.07
KAsSe2,1.63
SmCuOS,2.9
CsYZnSe3,2.41
LiB3O5,7.78
BiI3,2.03
BiI3,2.03
InSb0.7As0.3,0.16
Bi0.2Te3Sb1.8,0.28
GaS,2.84
Zn0.01Cd0.99Se,2.5
KI,6.25
CuBr,2.91
AlP,3.62
ZnGeP2,2.34
YPdSb,0.27
GeSe,1.08
GeSe,1.08
Pb0.94Se0.94Sn0.06Se0.06,0.22
LiNbO3,3.9
Sb2Te3,0.19
CdGeP2,1.65
KI,6.28
Hg0.01Cd0.99Se,0.29
MnSb2O4,2.65
Cu0.2Ga1.8S2.8,2.7
Cs2Ba3P4O14,6.31
LiRbCO3,6.28
SnSe,0.88
OsP4,0.6
Sb2Se3,1.2
Pb0.94Sn0.06Se,0.14
ZnGeP2,2.2
CdGeAs2,0.41
GaSe,2.02
As2S3,2.35
GeS,1.65
CsBr,7.18
Cs3Bi2I9,1.9
Pb0.995TeGa0.005,0.37
Cd3P2,0.6
In0.9P0.9Ga0.1As0.1,1.32
As2S3,2.74
Na3Sb,1.0
CsInSn2Se6,1.78
TlCl,3.75
Cd0.01Te0.01Al0.99Sb0.99,2.21
Ag2GeTe3,0.07
KTiPO5,3.8
AsI3,2.29
As4S4,2.4
RhSbTe,0.5
NaSbSe2,1.36
GaN,3.47
TlCr5S2Se6,0.75
K2AgIn3Se6,1.64
BaF2,9.1
ZnSnP2,2.1
Ga0.15As0.15Zn0.85Se0.85,2.25
Ca10Ge16B6O51,5.47
Ba2InGdTe5,1.36
HgIn2Te4,1.25
FeSi2,0.95
RbScSe2O6,4.9
BaIn2Se4,2.63
Ag2O,1.5
GeS,1.58
BaF2,9.21
TlBr,2.65
SrS,4.8
CaTaO2N,2.4
Pb0.999Sn0.001Te,0.18
NaAsSe2,1.46
AgAsS2,2.14
Na2ZnSn2S6,2.93
GeS2,3.71
Cu2ZnSiSe4,2.33
K4Nb2S11,2.42
SnGe,0.4
Mg2Sn,0.3
Zn0.43Cd0.57Se,2.8
Bi2Te2.4Se0.6,0.27
Sr3BiP3O12,4.0
BaIn2P4O14,3.97
La2NiVO6,0.45
Sn0.5GaZn5.5O8,2.99
K2PbGe2S6,2.85
Rb4GeP4Se12,2.0
CsTa3Se2O12,3.88
Hg0.01Zn0.99Te,2.3
Ge0.02Si0.98,1.08
Cd4As2Br3,1.88
PbBiO2Cl,2.45
CuInSe2,0.96
CdSe,1.67
EuBi2Te4,0.44
ZnS,3.78
SbI3,2.12
YbIn3S6,1.31
GaAs,1.52
GaAs,1.52
GaAs,1.52
GaAs,1.52
GaAs,1.52
GaAs,1.52
GaAs,1.52
Cs4GeP4Se12,2.0
AgN3,3.44
Si2Te3,2.03
LaMg2PdH7,1.0
SiAs,1.57
GaSb,0.7
Pb2Nb2Se4O15,2.79
RbAg5P2S8,2.4
Ba2InYTe5,1.36
LiZnN,1.98
In0.7Al0.3P,1.9
KTa3Te2O12,4.06
KI,6.2
TlSe,0.56
Zn3Sb2,0.11
LuIn3S6,1.27
Hg8As4Bi3Cl13,2.43
AgN3,3.9
PbI2,2.53
Na2Hg3Sn2S8,2.45
AgTlTe2,0.1
Pb3BiV3O12,2.5
Pb0.99Sn0.01Te,0.23
Zn3As2,1.1
Na2Hg3S2.51Se1.49,2.03
BaIr2Ge4S6,1.54
HgSe,0.32
Tl4GaIn3S8,2.63
CaO,7.09
KI,6.17
K3CdB5O10,3.47
KSbS2,1.6
RbBr,7.2
Hg0.2Cd0.8Se,0.45
Pb0.85Sn0.15Se,0.14
Hg0.06Zn0.94Te,2.12
MgO,7.78
SnS0.25Se0.75,0.94
La20Mo12O63Cl4,2.4
Bi3TeBO9,2.6
AgInSe2,1.18
In2Se3,1.2
FeAsS,0.4
Bi2O2CO3,3.42
Ge0.774Si0.226,1.5
Cu2CdGeS4,2.05
Ba2V4Te3O18,2.64
CuP2,1.4
Pb0.999Sn0.001Te,0.32
TlInSe2,1.21
Mg2Sn,0.36
K2AuI5O15,2.65
CuI,3.1
NbIrSn,0.28
Pb0.85Sn0.15Te,0.13
CdIn30Te46,1.17
CsLaHgSe3,2.51
La6Sb4S3O12,2.6
Hg0.14Zn0.86Te,1.73
As2Se3,1.85
InP,1.34
TlPS2,1.7
Pb0.65Se0.65Sn0.35Te0.35,0.09
FeSi2,0.88
GaAs0.2Sb0.8,1.02
In2Se3,1.25
Sr4V2Se6O21,2.66
LiBiS2,0.18
KH2PO4,6.95
RbCdB3O6,4.2
Rb3Ag9P4S16,2.6
KZn4B3O9,2.32
AlP,3.0
CaS,5.4
InAs,0.42
InAs,0.42
Sr8Ga16Ge30,0.05
In2P3B1O12,5.39
InSe,1.34
Sb8O11I2,2.72
Ga0.01Sb0.01Zn0.99Te0.99,2.1
ScPdSb,0.23
CuGaS2,2.4
InP,1.42
InP,1.42
InP,1.42
InP,1.42
InP,1.42
Pb0.9Mn0.1Te,0.49
As2S3,2.23
InSb0.1As0.9,0.14
CdSnAs2,0.3
Tl2SeAs2Te3,0.67
Pb0.9Se0.9Bi0.2Te0.3,0.25
GaSb,0.81
GaSb,0.81
GaSb,0.81
GaSb,0.81
GaSb,0.81
GaSb,0.81
